"station","N_10","S_10","nmin","zeta","zeta_low","zeta_high","alpha","alpha_low","alpha_high","logk","logk_low","logk_high","logN_mean","logN_low","logN_high","KS","p_KS","CvM","p_CvM","data","rejected"
46,82.2450562059654,423,0.0004655011896141,2.44878638965865,1.76812061137655,4.07064774213811,0.323106288743792,0.091222157852394,0.67533293331256,-1.97300295817894,-2.31464961832246,-1.69463185143441,1.48580436168097,1.31705797580632,1.84383111341098,0.0446879019320044,0.00625,0.124174914716909,0.01475,"metaT",0
51,15.6612922634772,343,0.0029417532849578,6.66666666666667,3.1861999211055,6.73400673400673,0.973516346985826,0.715209626029026,1.72876627642939,-2.20561599190145,-2.2832120230592,-1.71836238639812,1.1606887683717,1.0817758653217,1.27038784913048,0.048222917960057,0.026,0.147759491534061,0.01375,"metaT",0
52,30.3191197570883,399,0.0005144221936432,2.8862325156316,2.05505735698376,4.74949623229982,0.586057351853848,0.299488129040729,1.05204158240579,-1.82987100407816,-2.17229136555884,-1.54302795999981,1.4493256111503,1.33350804687805,1.64807483259818,0.0532223331951889,0.00125,0.203600557582692,0.00025,"metaT",1
64,220.861003598066,1900,0.0007175071750717,2.53745851977715,2.17168124692917,3.07001075529193,0.494753561588216,0.353774530565894,0.664756606339706,-1.69092980394783,-1.83450944123912,-1.55990284559334,2.28708863048501,2.2082628293508,2.44571729008704,0.0115918538126594,0.66925,0.0278942294440539,0.79175,"metaT",0
65,171.49073247769,1094,0.0005611386012345,2.07869345828847,1.67380962393154,2.69408605231794,-0.0123532259160513,-0.111676173322581,0.11481586277947,-1.76134771937467,-1.95495415736873,-1.58497884078615,2.59526821235227,2.29971897991957,3.3460019657676,0.0682408392568414,0.00025,0.745160572871127,0.00025,"metaT",1
66,631.890908603421,1774,0.0001837222120154,1.07949686516573,0.984894136248454,1.19883449991755,1.01268533344149,0.74711506730815,1.39985810785973,-0.528776961175271,-0.654307943075414,-0.389855792210851,2.7472611101337,2.69641352645341,2.81795369282163,0.0366304325981698,0.00025,0.653182793992211,0.00025,"metaT",1
67,96.0856132381836,827,0.0004833953690723,6.66666666666667,3.68256846106,6.73400673400673,-0.121185916863485,-0.190888500796137,-0.00421414847750004,-3.04594196425489,-3.0979091990169,-2.7055952168566,1.99288398619324,1.58669262472069,3.00865390372505,0.0546634856343827,0.00025,0.631485233375916,0.00025,"metaT",1
68,95.2282538924167,484,0.0005125051250512,1.34789248228982,1.05595567763528,1.77820065677685,0.245645860688694,0.0321418411132471,0.587821679769499,-1.20899865417539,-1.46248377960003,-0.954380111080703,2.13027203501292,1.93749658479285,2.53789886381614,0.0515706241601949,5e-04,0.307548579929698,0.00025,"metaT",1
70,68.9168745362489,669,0.0002020944332169,2.39837645190329,1.95130301160417,3.18370427544526,0.977893293755036,0.640709056500865,1.46388806271133,-1.40391683242962,-1.63629639170915,-1.19373031879277,1.80866694286982,1.74442079894209,1.90728574874605,0.0293926034170182,0.0705,0.140514157449507,0.00825,"metaT",0
72,217.685015611141,488,0.0005603182607721,2.22732523353671,1.63844403479277,3.56745526991348,-0.0509598328028559,-0.182104333509237,0.144867246860805,-1.69819480726721,-2.01891483679016,-1.4369012245645,2.38214463183079,2.02426378937837,3.29437381645816,0.0244450978690954,0.4875,0.0378193510134515,0.55325,"metaT",0
76,87.3829059256201,519,0.0007531254707034,1.8857814260207,1.48897718857546,2.56299636123106,0.705563405135026,0.393762998400731,1.22211807584998,-1.25148268029457,-1.50196276064584,-0.999998719562322,1.88337549585119,1.78645613470803,2.04589560205471,0.0616163724317143,0.00025,0.502291302411027,0.00025,"metaT",1
78,135.014930051916,374,0.0035810205908684,2.91142445793613,1.26638234410167,6.73400673400673,-0.0608382760761726,-0.199695977093747,0.195977551079257,-2.03167072223173,-2.51433751398542,-1.49574986068268,2.06521805499664,1.69544228323872,2.92139499995971,0.0187609472483854,0.9545,0.0223792134065618,0.8725,"metaT",0
80,1382.88265803593,8077,0.0012678288431061,0.626882861463562,0.590066456101388,0.667655707822822,1.20547635424265,1.00581815907465,1.47546698392785,-0.490967581039035,-0.571821604869828,-0.401946854695233,3.15556287303768,3.1296166176281,3.18752557020781,0.0544246477432055,0.00025,6.75501275944084,0.00025,"metaT",1
81,151.557969583847,1005,0.0009026900162484,6.66666666666667,2.53409589401982,6.73400673400673,-0.351524413512377,-0.397631253018935,-0.276652611358105,-3.14065707839468,-3.19329415314708,-2.62174022185998,3.12521150446806,2.35185139284398,4.77934932841615,0.0446733191019574,0.00025,0.343239847285394,0.00025,"metaT",1
82,290.386039811834,1462,0.0012327922745017,2.2368602034574,1.80286908092722,2.89140327599555,0.0236577943844727,-0.0686184663140424,0.142859337052619,-1.74885658609791,-1.92435383000797,-1.57893258797702,2.69995221084463,2.43704046205828,3.41008183395514,0.0191970482577178,0.085,0.101333918924891,0.03025,"metaT",0
84,10786.7749631666,41643,0.000482346131584,0.944084588113583,0.925249008772199,0.963634224267001,1.23343475089894,1.15213630335475,1.316708197501,-0.48562232996328,-0.51489421743311,-0.456362357893487,4.01976210726513,4.00914853400464,4.03212096351904,0.0310256612495872,0.00025,13.7907936872371,0.00025,"metaT",1
85,14459.0222987978,31165,0.000728491294529,0.85087860990957,0.831927329189928,0.869329049270932,1.52987395602101,1.41307836157756,1.6665904013074,-0.109637745878639,-0.145810762617788,-0.0708178687669807,4.13182593298325,4.12151053052099,4.14277442796505,0.0535536590212706,0.00025,25.0944110812533,0.00025,"metaT",1
92,252.63299542201,4780,0.0008348639171814,6.66666666666667,5.38325212744456,6.73400673400673,0.354902923072703,0.303867173116809,0.434867715865775,-2.574728238632,-2.59819397824118,-2.44704872164976,2.36203828669641,2.2817153780325,2.55307250831743,0.0269636759885845,0.00025,0.891021455185164,0.00025,"metaT",1
98,69.0760264193212,304,0.0044642857142857,1.92706259522252,1.11899828608504,4.2548229801609,0.210150482618768,-0.029787210602264,0.694142625737893,-1.38610675839648,-1.88991976164561,-0.93658193220948,1.9469804463314,1.72589604621415,2.44540648992118,0.0421740781519276,0.06825,0.104400399309033,0.02575,"metaT",0
100,389.827435153163,3782,0.0011429758935993,1.43973358352936,1.32347651524522,1.57729617888174,1.2644757154524,1.03616191535872,1.53664505303378,-1.04137747554998,-1.13832953249083,-0.945732810725388,2.59496524956236,2.56762742578144,2.62884831645975,0.0255284508809644,0.00025,0.887228948125524,0.00025,"metaT",1
102,430.101872846191,1649,0.0005782644837182,1.33397060091125,1.16339234826076,1.54414615523293,0.207364507848723,0.0853974453248687,0.367459002426194,-1.21058118138816,-1.34552684292389,-1.07297104394333,2.73465764968804,2.57110205450147,3.10898530670522,0.0243419836132122,0.0025,0.146864943803805,0.002,"metaT",0
109,97.3296216099872,1115,0.0002755833180231,3.53117362475177,2.74380619601166,5.08740008859168,0.186382077933784,0.0672719548449527,0.337726972888687,-2.12944326589816,-2.35943936989345,-1.942895842889,2.09539997772897,1.92105631203728,2.5028416551779,0.0319874272123619,0.001,0.288690289891133,0.00025,"metaT",1
110,62.5613463194493,593,0.0007228306046478,1.98151601901266,1.52307128839224,2.71632949374765,0.395368226420208,0.180431846014305,0.74652185488674,-1.58372399922105,-1.82350152422832,-1.33231798036125,1.86193531970674,1.72087790338619,2.151513757718,0.0320024087754944,0.0455,0.0880879622485307,0.06125,"metaT",0
111,175.885687588592,834,0.0003975568325562,2.99423276505903,2.31821820834726,4.40775846876597,0.261886579178493,0.107238065873326,0.465432803745489,-1.87161994188456,-2.1226962478995,-1.67492254788248,2.04784384035049,1.88778801241111,2.41186079538025,0.0202406805967873,0.3895,0.0513663901729111,0.33075,"metaT",0
122,222.671768343372,3076,0.0014546965918537,2.89266620467524,2.48137333286781,3.44268087679912,0.601756025576548,0.4800320480078,0.752623668795519,-1.78569362307401,-1.90817857808574,-1.66956821586874,2.38013803924575,2.32415705614534,2.48183698644886,0.0182720942304229,0.00325,0.181423415707162,0.0015,"metaT",0
123,989.411209441627,8147,0.0003490722028293,2.16142058897694,2.01439537786728,2.33496177445821,0.371910891758973,0.309646548905533,0.440978840648657,-1.64656284729906,-1.70897592230559,-1.5864571723441,3.01802336029678,2.9466776992929,3.19608777435565,0.0139362337273081,0.00025,0.339222761747653,0.00025,"metaT",1
124,222.492708185548,2463,0.001364594963404,1.31221361114484,1.18042818225548,1.46386901893616,1.75889856849873,1.37766630195495,2.31722612937842,-0.912921108441717,-1.03888713979027,-0.770207845964685,2.35456089950501,2.32638882652537,2.38327892704254,0.0252456505501187,0.00025,0.370493109051139,0.00025,"metaT",1
125,206.732078613746,2928,0.0008277522763187,2.33821829762702,2.08108493444804,2.66567471135218,0.961602411653286,0.792095026894832,1.17507258330956,-1.5089843021591,-1.61711869767587,-1.40145822313121,2.34250457643171,2.30641310802578,2.39531327543529,0.0175494814438855,0.0065,0.130893444493281,0.01125,"metaT",0
128,31.3131751533027,749,0.0006213258136978,1.71255728449501,1.44373985013086,2.07720212836721,2.65513379805393,1.75620544981568,4.72840659433531,-1.19277826289519,-1.4162975703987,-0.904658849092296,1.49174912115285,1.45552859437142,1.53190367835998,0.0145932785472264,0.92625,0.0195241211241256,0.94675,"metaT",0
131,182.654488034287,415,0.0041968714231209,1.99831880218513,1.23445830132685,3.7101050223524,0.238513100746619,0.0229929692667311,0.641092681382359,-1.42390531464233,-1.82862314294996,-1.02732320135374,2.02762625481341,1.83859911515612,2.42024234566368,0.0287877147227451,0.32,0.056462802405177,0.21125,"metaT",0
132,76.6656742423763,620,0.0023197715917202,4.26847890058126,2.8182965036895,6.73400673400673,0.31184119668434,0.142880669936441,0.562100067329883,-1.91993168003163,-2.19560597311228,-1.63372752675578,1.96325035151774,1.81154250169754,2.29563882254015,0.0252153725225902,0.2735,0.0614981331858036,0.2295,"metaT",0
135,5.06559643502433,207,0.0005235053921055,3.92383094445566,2.40540592954556,6.73400673400673,1.30022329766492,0.724398667397462,2.84057912456303,-2.10491271841326,-2.50089986539806,-1.6370848785058,0.687555155534069,0.601744657795343,0.794279643126604,0.0402352373829705,0.3635,0.0567542484580903,0.28825,"metaT",0
136,120.813581640208,787,0.0004655011896141,3.6593459666558,2.71043171694303,5.69939174110567,0.276603347187394,0.126538817251386,0.482425623663726,-1.79613349508955,-2.06719662042316,-1.57868159605265,2.16462639076189,2.01341937564952,2.52425590362771,0.0237652775568536,0.20325,0.0792471724590676,0.10975,"metaT",0
137,158.618524997633,672,0.001401214385801,1.44902720126235,1.17606953510306,1.87264988945653,0.439785129927544,0.20945644333928,0.803145937037343,-1.0789296686339,-1.30469675906577,-0.854490197078032,2.24808627726141,2.1198394756543,2.51856749415838,0.0307105097784373,0.03525,0.0780103047400149,0.0805,"metaT",0
138,85.7054546912975,558,0.0048096192384769,3.21909519018113,1.86453416745642,6.73400673400673,0.302026781839733,0.108275772685918,0.620540075978603,-1.79468853818239,-2.21208340640141,-1.43474003896988,1.93691390863707,1.77501887015884,2.29478249936743,0.0303811115752919,0.094,0.0890891071191433,0.047,"metaT",0
142,49.0564719589552,506,0.0005125051250512,2.48549297378097,1.90390366488303,3.5982222101629,0.840383667342493,0.503123589002195,1.38823099654962,-1.67205379160105,-1.95525780387527,-1.42016290165531,1.49943866848331,1.41603273905914,1.63574654522117,0.0383939056813201,0.01475,0.141608023037315,0.00725,"metaT",0
143,65.1976659881634,520,0.0009827247336298,3.61692801669272,2.5392519673443,6.29872875463122,0.490613493866258,0.256117548673214,0.833208530006057,-1.76921502765211,-2.10078854162149,-1.49460126155632,1.79889310443806,1.67454266917311,2.03947047262701,0.025281214305011,0.39125,0.0476651871403983,0.37975,"metaT",0
144,22.1083874358046,579,0.0008267879288962,2.45699264599824,1.91149078847948,3.38180141892443,1.52343655381113,1.00184720613442,2.46817189281729,-1.61768730476404,-1.87338379645563,-1.33995136666281,1.35195528690346,1.2994981438305,1.41554857876171,0.0508384699457607,0.00025,0.233582689412758,0.00075,"metaT",0
145,238.270901549518,1761,0.0006325777543489,1.44252125284155,1.25359273713754,1.68885632065868,0.335286250474348,0.195790244008331,0.50713943791685,-1.44615148840603,-1.58718333144936,-1.30560994748765,2.4038252880367,2.28943513982044,2.66507387960766,0.0308847683823015,0.00025,0.404393124577921,0.00025,"metaT",1
146,82.347994659022,666,0.0006138892441488,1.84587111982055,1.49071485271634,2.42115511210262,0.491495467238507,0.272763546017101,0.833416180049981,-1.38631004024554,-1.60107905097277,-1.1714480804745,1.99258420619474,1.88205704269257,2.21524273806649,0.0270519636185701,0.12825,0.056932975613513,0.24925,"metaT",0
147,72.331813560975,602,0.0008534243652656,2.33743897333743,1.82738511461648,3.25799975188923,0.644021871548969,0.371138919101775,1.06393562262099,-1.42672416891382,-1.67817404742999,-1.19577905995199,1.90465397882904,1.80871401948155,2.0809455363974,0.0323215557272088,0.0495,0.0731520461797288,0.13475,"metaT",0
148,72.7236405044956,638,0.0007531254707034,2.22592446570471,1.74922642823751,3.00541391024395,0.726358132645324,0.441987519696336,1.16896468079831,-1.40030515932778,-1.63823342155512,-1.1747583275874,1.8855060067936,1.79664109685537,2.04301258116789,0.0296633841635043,0.0775,0.0797185790706449,0.0985,"metaT",0
149,77.6500789750258,971,0.0006981444056586,1.36701700338143,1.14744129931722,1.66110095226906,0.912299273194707,0.598201523451374,1.41532085413301,-1.29225663499001,-1.48127733616275,-1.08637952976929,1.86985361981267,1.80411474904249,1.96265903284035,0.0135952297306375,0.8685,0.0244417942686483,0.83675,"metaT",0
150,82.7766146017022,727,0.0011246221972306,4.22198019383631,2.97229757466092,6.73400673400673,0.363094271534768,0.189713265032933,0.60055735113999,-1.90289585203195,-2.1743141660093,-1.65713996151266,1.98910099477936,1.86012356898943,2.24899012553729,0.0253276291913211,0.17125,0.0752898178982173,0.1295,"metaT",0
151,103.440414928881,516,0.0032855436081242,3.68434925406362,2.13612158590452,6.73400673400673,0.0116900272551277,-0.121624477866102,0.210173734132163,-1.90546402885641,-2.26015871968087,-1.55356445126825,2.28501544782362,1.98565154083537,3.02225786765938,0.0312411714160032,0.121,0.0988933270970514,0.04275,"metaT",0
152,427.798306723362,1734,0.000362056480811,1.38752359096621,1.23863669082154,1.5733000572332,0.655174200633384,0.469910873624906,0.90164745381041,-0.900888821358828,-1.02544987260798,-0.774223428691833,2.65832521925101,2.59065604432825,2.77452398323887,0.0481400502005109,0.00025,0.842114766431693,0.00025,"metaT",1
155,18118.9986293167,45131,0.000724112961622,1.70577456835432,1.66264967232066,1.74998819302312,0.536953511092105,0.503142975719646,0.573634554609547,-0.86046442580159,-0.88512213585915,-0.835115994527965,4.29474824226677,4.26781800529249,4.34872947129499,0.0116438855955224,0.00025,1.7835349338784,0.00025,"metaT",1
158,922.986073513483,8855,0.0008221430528912,6.66666666666667,5.61300821033297,6.73400673400673,0.160326137053471,0.129503113636586,0.205723338839656,-2.53578601550243,-2.55466994854155,-2.4397499804261,2.94722612937583,2.82075677848377,3.284397134038,0.0214855766087908,0.00025,1.1533628727956,0.00025,"metaT",1
168,57.2426516901831,307,0.0022039377020276,6.66666666666667,2.09715237154839,6.73400673400673,-0.102142599452596,-0.21190010222162,0.141902266488647,-2.59849251631301,-2.67797569551958,-1.92731185260106,1.86437305821992,1.44931782760692,2.88676188207643,0.057501328471379,0.0075,0.211651191762063,0.00225,"metaT",0
173,8405.09350755121,84532,0.0009797198001371,5.17590675646761,4.93788079107187,5.44587317042076,0.169709658693081,0.155833413855058,0.184234025590326,-2.25231937441809,-2.28177743291844,-2.224303933331,4.10589739761017,4.02467483034597,4.35503008297603,0.00830351824663011,0.00025,1.80630277209343,0.00025,"metaT",1
175,89267.9998087042,40702,0.0010137581462708,1.14275038179757,1.11928600270549,1.16820072578347,0.463884791223564,0.427195554056539,0.503535824168797,0.0132748973567163,-0.0117498024673339,0.0387679335888005,5.00976817588079,4.97640951602314,5.0822909859747,0.00785972606849517,0.00025,0.794622663821677,0.00025,"metaT",1
178,173.52367316691,537,0.0010151302750519,3.98088072217,2.56115773252478,6.73400673400673,-0.114562562551255,-0.219237752314073,0.0330674678985636,-2.08040009193721,-2.39575444441391,-1.7850733915942,2.4812054454898,2.07330935026898,3.44828268643784,0.021415192146361,0.67625,0.0435408370797246,0.48475,"metaT",0
180,678.699972782989,3172,0.000991571641051,6.66666666666667,4.75586686330866,6.73400673400673,-0.0496363816587128,-0.0896549370816558,0.012600545919081,-2.68336302062431,-2.71228519500604,-2.49178062573051,2.81171158502537,2.5200281237741,3.60371575040215,0.047567341025389,0.00025,2.69255830085304,0.00025,"metaT",1
188,44379.0463901866,137126,0.0005175447676223,2.0446639516696,2.00598095842622,2.08190687316947,0.0681165337514713,0.0569950345527657,0.0798555060829084,-1.43779285049201,-1.45252810161683,-1.42202043876817,4.96410230265078,4.83849662610708,5.3547516231747,0.00797215331323309,0.00025,2.15386419644128,0.00025,"metaT",1
189,2602.31392410623,16657,0.0009004640853362,3.77684790331821,3.5209175705057,4.06461515303671,0.603782565900083,0.55180404296467,0.659249657467077,-1.59799404428986,-1.64887807458523,-1.54862699150731,3.41779627886951,3.38852861346999,3.47232572458933,0.0101062459246383,0.00025,0.50330433180402,0.00025,"metaT",1
191,4290.30999061728,21556,0.000628413979794,0.915903206822249,0.880472335779654,0.953337363935883,0.176757736543837,0.137033208063334,0.220871732271904,-1.15029625610164,-1.19065140324117,-1.1082712521649,3.8420200334808,3.73126859627277,4.15910228348225,0.0419232682399068,0.00025,13.6550684774629,0.00025,"metaT",1
193,4650.24551167058,24154,0.0009222256378727,2.60595242212472,2.49368027157789,2.73021875111279,0.793270628101777,0.738933520383995,0.851742908888667,-1.24217401465693,-1.27996846182344,-1.20587737740795,3.65699831584828,3.63854775603112,3.68521727323821,0.0146954121196892,0.00025,1.96297240530674,0.00025,"metaT",1
194,11679.3565148861,63614,0.0011786135219115,1.02424463688655,0.998504190055895,1.04928793562274,0.290609229164213,0.265492766853649,0.318813005017303,-1.10678684844488,-1.13039214396556,-1.08137205776958,4.23482124635747,4.17874445281078,4.37180864301495,0.0411384642746958,0.00025,33.4840544750078,0.00025,"metaT",1
196,23435.5636521918,40276,0.0007323081019905,1.14137911246121,1.11533347949076,1.16833235657668,0.521304556958988,0.481630892247364,0.56466594411034,-0.566901049515392,-0.592831134060091,-0.54028256278249,4.37757410636588,4.34693889742721,4.43907261376512,0.0101963539613181,0.00025,1.63258225896495,0.00025,"metaT",1
201,7347.43280827904,31693,0.0007802137785753,2.98272859146458,2.82391111696442,3.16411157050886,-0.108292383589773,-0.124756247575733,-0.0907426104744067,-1.92122383892909,-1.96019701771407,-1.88436979931187,4.58118583998736,4.25875939125383,5.47506619996159,0.0237138082093166,0.00025,5.56648167410051,0.00025,"metaT",1
205,62695.4317036028,167344,0.0003706334743799,1.8872923667147,1.85574563893409,1.91949555138748,-0.0608148711339535,-0.0692320163015379,-0.0522990739629065,-1.50023229017189,-1.51412554289305,-1.48632730770112,5.40778927083829,5.16680130899854,6.08245085240719,0.012884071706558,0.00025,6.14190348080943,0.00025,"metaT",1
206,5259.10842927081,11082,0.0011385984887692,0.948740399286436,0.907585907753964,0.988638672249174,0.949378513028091,0.830036254262581,1.08396713974034,-0.347197933479756,-0.399856512053194,-0.289253673821022,3.69965276056573,3.6741982209029,3.73419334608307,0.0344425628834428,0.00025,3.2235906135847,0.00025,"metaT",1
208,211.942088597499,1394,0.0010474494605635,6.66666666666667,4.00528382870204,6.73400673400673,-0.196902314248683,-0.244172882242089,-0.119317705260147,-2.66435051800643,-2.70486956381564,-2.3797458992349,2.93764065003808,2.44204056257956,4.15507330969257,0.042739540825086,0.00025,0.508379715569719,0.00025,"metaT",1
209,8435.96418055742,17171,0.0012402331638348,0.892212348374678,0.858308840129143,0.927282791767626,0.515315189171907,0.448801637048143,0.587231213872359,-0.55685061318101,-0.601619928357684,-0.511155093029373,3.91828821725516,3.87649486175874,4.01057341533329,0.0373328014886352,0.00025,6.90849289605482,0.00025,"metaT",1
210,1477.78759062359,5096,0.0016414970453053,0.665411538779497,0.614240719596081,0.723419681500439,0.753109343364529,0.590950774266333,0.970062316231053,-0.506761617626405,-0.60091793985307,-0.405829697282725,3.16512458440957,3.11893409136013,3.23903026651577,0.0480219820940487,0.00025,3.25911923874066,0.00025,"metaT",1
