"data","group","station","S_10","N_10","nmin","alpha","beta","logk"
"metaT","non_core",102,279,107.490987708059,0.0009398496240601,0.373410787918057,0.0587728293208281,-0.632748263355678
"metaT","non_core",109,248,13.4936836633057,0.0015241579027587,6.73400673400673,0.304066477923848,-2.52464121955105
"metaT","non_core",110,91,7.93032720464981,0.0007309941520467,0.873755170638983,1.96303214675717,-0.699796013574121
"metaT","non_core",111,204,18.5832012999302,0.0031040679627511,1.57231108385664,0.547614031481817,-1.46192241708107
"metaT","non_core",122,629,33.3948610506246,0.0014546965918537,6.05565032561541,0.351204955650251,-2.43147429532278
"metaT","non_core",123,2218,361.520731357959,0.0010983838066844,2.18241625986907,0.223639668246712,-1.74440685824622
"metaT","non_core",124,342,21.8970105574811,0.002128630074502,3.90767505159647,0.127294350086362,-2.29867591214153
"metaT","non_core",125,488,33.4948700199213,0.0008277522763187,2.30300904143905,0.504194064080117,-1.77197403407527
"metaT","non_core",128,82,3.5051596756832,0.0015546519971298,2.20900937838143,0.48193709106929,-1.99253271612982
"metaT","non_core",131,68,10.0292258049498,0.0105913503971756,6.141144807401,0.327606454501187,-1.98076588995765
"metaT","non_core",132,69,10.1580459359751,0.0023197715917202,0.871844560806802,0.365342370200701,-1.11170627852067
"metaT","non_core",135,41,1.1576034973422,0.0018822264049475,NA,NA,NA
"metaT","non_core",136,76,11.2706120455821,0.0044483985765124,1.71203579267342,0.534660525834454,-1.26354263180008
"metaT","non_core",137,66,18.5733215328152,0.0078003120124805,0.0262103526700039,121.660243944785,2.16350083502974
"metaT","non_core",138,55,22.0236489003858,0.0069582504970178,6.73400673400673,-0.219031169628977,-2.42515985435738
"metaT","non_core",142,80,4.89596287868942,0.0005271481286241,1.98209775449064,0.766494849775186,-1.67738890510182
"metaT","non_core",143,49,2.69062516312768,0.0067943174799258,NA,NA,NA
"metaT","non_core",144,84,2.6239006682854,0.0019463367162519,1.28965684124916,4.85351520469081,-0.945676207010484
"metaT","non_core",145,360,58.9806302546923,0.0006325777543489,1.49314430340165,0.0571970988203896,-1.67417846340549
"metaT","non_core",146,96,13.5033047890107,0.0023975065931431,1.36278348159381,0.096249169643762,-1.47415109858782
"metaT","non_core",147,72,8.68017215405316,0.0063291139240506,0.343341636065194,7.81948463141705,0.267841542023324
"metaT","non_core",148,72,10.5063989835262,0.0040770420357092,1.44778777438517,0.445347704834008,-1.30992872565177
"metaT","non_core",149,205,18.0936044682734,0.0011070110701107,1.06226935039241,0.581501557423663,-1.27263791764229
"metaT","non_core",150,83,6.90836209409709,0.0059660394676457,0.482726039447031,184.720587027408,1.38059628767603
"metaT","non_core",151,63,25.7048529703096,0.0032855436081242,0.548691730429729,0.0511277262462448,-0.717427999139802
"metaT","non_core",152,451,137.347996379083,0.0023554603854389,1.03270679803753,0.948909669699613,-0.584047904814202
"metaT","non_core",155,10176,4424.06205369855,0.000724112961622,1.2845177074763,0.825908127798541,-0.547463999938114
"metaT","non_core",158,2563,219.671300649144,0.0020681265206812,6.73400673400673,0.234327499329477,-2.49817981692185
"metaT","non_core",168,82,14.1020318809037,0.0033715441672285,3.02794392093073,-0.168445535548996,-2.27341792103863
"metaT","non_core",173,23753,2394.9027384668,0.0011224394350388,4.48995309665666,0.148447350694766,-2.18464446115274
"metaT","non_core",175,10754,28409.5056343015,0.0010137581462708,1.21838705111619,0.524000316568118,0.105696249314377
"metaT","non_core",178,83,38.9087334754365,0.0037693177534866,0.99213638601984,0.00540239369764484,-1.12551138519871
"metaT","non_core",180,976,350.042836151936,0.0013349352556401,6.73400673400673,-0.105241151820806,-2.7591558849762
"metaT","non_core",188,35013,13351.4512395712,0.0007679901697258,1.47143630952215,0.103888004179213,-1.17616645637906
"metaT","non_core",189,4265,776.169473876511,0.0009004640853362,2.93622853686622,0.600079170849376,-1.43942687862233
"metaT","non_core",191,5937,1292.77409876211,0.0012830382345393,0.524155918180803,0.354072182110641,-0.789694421134284
"metaT","non_core",193,5632,1167.60514461519,0.0009222256378727,2.09499404703118,1.01434767703858,-1.01637387664415
"metaT","non_core",194,17756,3325.66690410479,0.0011996161228406,1.15072623126717,0.0741660371667636,-1.32462605668312
"metaT","non_core",196,10053,6446.15550030833,0.0008271982794275,0.895633180851997,0.741062406665736,-0.294510387732319
"metaT","non_core",201,8636,2253.80347083795,0.0010999371464487,2.05325241840458,-0.0772846278618626,-1.66528525550162
"metaT","non_core",205,40214,15943.8727997829,0.0007528986598403,1.39107609492397,-0.0858217733857376,-1.34252893558099
"metaT","non_core",206,2690,1268.64203467818,0.0014682131845544,0.786997315983072,1.64543155674381,-0.0240246982438663
"metaT","non_core",208,356,35.1060033234322,0.0010474494605635,6.73400673400673,-0.00567946741809777,-2.65824915552579
"metaT","non_core",209,4275,2264.14001363651,0.0012402331638348,0.717172632261863,0.638806213597142,-0.336554951587312
"metaT","non_core",210,1262,473.219996457154,0.001810282404055,0.592722752986603,0.958228993338145,-0.263401991161494
