"station","N_10","S_10","nmin","zeta","zeta_low","zeta_high","alpha","alpha_low","alpha_high","logk","logk_low","logk_high","logN_mean","logN_low","logN_high","KS","p_KS","CvM","p_CvM","data","subset","rejected"
41,11.2610876717044,143,0.0008275576704251,1.13514130954281,0.824522400773714,1.74086905751375,4.71426678656119,1.50168005006688,181.888630658641,-0.486777456680905,-1.09760534232287,1.20676749208389,1.05092261950433,0.970209398293955,1.13480201058011,0.050733737787951,0.26775,0.057354559760387,0.26175,"metaT","core",0
46,3.55481842618635,114,0.0004655011896141,1.65940156148754,0.8859342353569,4.23798049304706,0.669605944035649,0.119433559710106,3.23540259696394,-1.88072641446084,-2.57025125190941,-1.09288500854482,0.549940080754803,0.381171558875049,0.833730940783025,0.0658263366664643,0.07475,0.0844094789590515,0.05925,"metaT","core",0
51,6.56241510988332,156,0.0029417532849578,6.73400673400673,2.54617087357673,6.73400673400673,1.15455551447335,0.735840866440781,2.96834813020529,-2.1635625811732,-2.27368479855736,-1.44283222119224,0.790771958143312,0.690784570861347,0.930364681004669,0.0571981486437259,0.154,0.0952801374509988,0.085,"metaT","core",0
52,8.37739255792603,167,0.0005144221936432,1.99373868182265,1.34573299007816,3.57259992314692,1.37458971219848,0.629557350008547,4.110551836924,-1.45868450301345,-1.91923856482544,-0.886757759054238,0.919336341758629,0.821429868728347,1.05050857625592,0.0667400046444145,0.0135,0.137844954707035,0.00725,"metaT","core",0
64,22.0053860169872,474,0.0007175071750717,1.75923390214739,1.39283593431898,2.33489662545809,1.78175022935443,1.08083707669002,3.36160394857033,-1.32144893239302,-1.59712111270682,-1.00508015602872,1.34789416566889,1.29044360583088,1.41146323845691,0.0305811171481144,0.1725,0.0408288312974226,0.487,"metaT","core",0
65,33.0085544209497,303,0.0005611386012345,1.30631268289101,0.936340152017885,1.93387132075178,0.319315482052015,0.0237679986471553,0.879197770900712,-1.47008539465037,-1.80261687678525,-1.1130152638859,1.56435442945769,1.37461150681404,1.9667336172911,0.0616846726796929,5e-04,0.343169168450889,0.00025,"metaT","core",1
66,117.121174913285,417,0.0001837222120154,0.849735925072314,0.709824468917406,1.03022977148599,1.91560914809177,1.00459527344932,5.56622956220795,-0.200322895224091,-0.488530053811176,0.273885647214268,2.06572667159338,1.99431706404014,2.14458847221389,0.0416188556875081,0.02825,0.11211895006403,0.0305,"metaT","core",0
67,45.5390539450566,258,0.0004833953690723,6.73400673400673,2.5333311191692,6.73400673400673,-0.183125359205608,-0.28878807249377,0.0277185289154779,-3.07170582056865,-3.15720708893332,-2.47494475125107,1.53917617815919,1.02078751809644,2.73623943550499,0.0383742898844649,0.37975,0.0652599100313165,0.27525,"metaT","core",0
68,51.3291126792887,211,0.0005125051250512,0.86891713756854,0.636757938981098,1.22582579388633,0.753178740476697,0.233799515649598,2.85928868430591,-0.635432631775405,-1.02117976075288,-0.062262900246583,1.74045412900262,1.59173311495325,1.97527092970349,0.0579154846238584,0.02125,0.0792523000502576,0.09225,"metaT","core",0
70,37.0555912641928,323,0.0002020944332169,1.75259126605563,1.34985614117229,2.44918144108174,1.15385446294237,0.633550695037106,2.37236281277692,-1.12874571261765,-1.43014266936062,-0.777667502732135,1.55912689243409,1.47296606935063,1.6745563187525,0.0409747065624833,0.083,0.154621616646455,0.0045,"metaT","core",0
72,34.1034903024396,201,0.0005603182607721,1.48906029405206,1.01786542796538,2.51239812427168,0.25554846957424,-0.0478580562436602,0.924288215181027,-1.33581669541053,-1.76210087189313,-0.915746621750038,1.63288628285472,1.39416442104042,2.16574488976967,0.045121556755129,0.1905,0.0773349695536603,0.0985,"metaT","core",0
76,27.5574356548011,195,0.0007531254707034,1.25272306810652,0.908007662396842,1.90994402611748,1.16859741136468,0.480897005585925,4.17646832417669,-0.896750917203941,-1.308820589545,-0.302779422801059,1.42081838199198,1.30565173096672,1.57983921996908,0.0652369219053174,0.006,0.133374651588013,0.00625,"metaT","core",0
78,12.1679480741657,149,0.0040695523492415,1.90719655397108,0.52269223942622,6.73400673400673,0.37951120907113,0.016359034763328,2.23489386089317,-1.72096195812046,-2.47236205515116,-0.720247488793688,1.12279546735207,0.909747574989554,1.52418515414776,0.0442330333925525,0.376,0.0282760543771746,0.70575,"metaT","core",0
80,305.002878779822,2095,0.0012678288431061,0.499975394577174,0.436000452943366,0.569858516270624,1.69642708656257,1.18667084238215,2.77568078855528,-0.335238722409576,-0.504679621395372,-0.105608266935048,2.49637818671427,2.45621253822527,2.54172899931279,0.0655765610449593,0.00025,2.48500515160755,0.00025,"metaT","core",1
81,30.7987307747346,316,0.0009956027545009,6.73400673400673,1.43395166367919,6.73400673400673,-0.270758330486484,-0.359804564146308,-0.0928507269487447,-3.15364615204636,-3.24490776658867,-2.31646149799856,1.93200994083197,1.29045097070958,3.5273613078965,0.0642791297263725,0.0035,0.210339000686809,0.0045,"metaT","core",0
82,31.3738028904461,293,0.0012327922745017,2.36741775701487,1.40386687916244,5.40647608592215,0.00957115626504557,-0.170195036394295,0.310300259684353,-1.96861563620067,-2.48203408806181,-1.54987621712503,1.74651115604113,1.43264900845877,2.48226907685113,0.028802796170112,0.616,0.0481120916114828,0.34325,"metaT","core",0
84,2207.94737258087,8804,0.000482346131584,0.697820166857036,0.66873950803775,0.729249725737246,1.70061393883512,1.44620011339995,2.03022641823208,-0.225460133513685,-0.297010649838656,-0.146834942169547,3.33875056006221,3.32085431385251,3.35843344434011,0.0462594077749541,0.00025,5.70157697587662,0.00025,"metaT","core",1
85,3029.21005462312,6549,0.0009678379988088,0.683271050715403,0.648579056509871,0.720663224166793,1.6940498445231,1.39319417722275,2.09077545277957,0.033057673293388,-0.0551182503165334,0.125421863768197,3.46229694708022,3.44017703816884,3.48644562783206,0.0703826116095144,0.00025,8.1603854404384,0.00025,"metaT","core",1
92,75.4218768746387,1428,0.0008348639171814,6.73400673400673,4.49868810542314,6.73400673400673,0.232547082475445,0.152539023778172,0.368509357192096,-2.65321683710687,-2.68835638095512,-2.41398080440946,1.8996871945781,1.75503908642387,2.24914860781582,0.0349526882136759,5e-04,0.318450774387982,0.00025,"metaT","core",1
98,23.0761741037345,116,0.0052476221712036,0.834359169679061,0.382593034527333,1.9330077177216,1.1103421148413,0.23904474373792,174.095826597403,-0.593457833487679,-1.30612268838374,1.68798367136744,1.36736010891759,1.20875548059679,1.58191907921228,0.0439285018009241,0.588,0.0340185567089865,0.5795,"metaT","core",0
100,31.6347507515807,596,0.0015560640732265,1.79776752259055,1.37519645981874,2.39770976391161,1.48941750258317,0.95502283946572,2.63517292895687,-1.35907172005938,-1.62589178412448,-1.04712338494345,1.50040251720389,1.44631933119062,1.56750335337603,0.0381858010766673,0.00375,0.0882890308818149,0.053,"metaT","core",0
102,71.0441199753003,345,0.0005782644837182,1.0627628689202,0.823873444344798,1.40778079575961,0.518065770946243,0.179541556928412,1.25989222758014,-0.922962020548006,-1.21468682234951,-0.585074146968954,1.90516979142664,1.75859410513329,2.17666279779532,0.0209138096623013,0.925,0.0197830217618097,0.93175,"metaT","core",0
109,31.652467058717,328,0.0002755833180231,1.84537102308346,1.35484844246433,2.81433986228611,0.296013410081483,0.0446105623463024,0.732521679311293,-1.68486687334104,-2.0162365667193,-1.37879727031387,1.55856492050447,1.37133703169905,1.94823418686561,0.0424040877832885,0.0465,0.158405683780437,0.004,"metaT","core",0
110,13.9773976160326,174,0.0007228306046478,1.44144833434232,0.967541421372592,2.41381393036948,1.04783051587032,0.404196146906098,3.70335813354857,-1.27928139868613,-1.7358058675477,-0.683044533707634,1.09180091232803,0.970238881914411,1.25805004290217,0.0618908985959031,0.0265,0.104805618994991,0.033,"metaT","core",0
111,16.9107586714074,288,0.0003975568325562,1.73210117045808,1.28726268831261,2.47945859222806,1.18651698947624,0.609946179258898,2.66755839081472,-1.36689022407444,-1.69461805904584,-0.966359430616975,1.2540064094512,1.16563020907015,1.37347113685151,0.0336871701553364,0.379,0.0539370481849207,0.29125,"metaT","core",0
122,16.6582582583171,409,0.0017534630896019,2.72451269580918,1.73520670323964,5.05216071067732,0.992598945848861,0.57377378305668,1.87189937979998,-1.90115534212119,-2.30471246349733,-1.51097980873961,1.1518590501527,1.07299769079994,1.27796609775854,0.0319779145590547,0.18825,0.0854588107987086,0.05425,"metaT","core",0
123,157.720423608691,1812,0.0003490722028293,1.78039554526246,1.56206654821129,2.06310368400526,0.518028012154391,0.3638037979457,0.708479534877533,-1.54882676211777,-1.67856010931678,-1.42503297537269,2.23871637691993,2.15726698200726,2.41835219009274,0.0202170794113462,0.02075,0.151471360280304,0.0045,"metaT","core",0
124,18.4139982221136,308,0.0017529880478087,1.04676908508536,0.642123768360479,1.73472675827068,0.834133782119266,0.338910715933764,2.44175196517398,-1.32165129978298,-1.74882309986436,-0.780272254664933,1.28104452192253,1.16517282584044,1.45693064074586,0.0400284901340707,0.0905,0.107669461145652,0.01875,"metaT","core",0
125,19.0761316431892,465,0.0012648958125291,2.64320664244714,1.85694529853053,4.29832010484294,0.904630768546572,0.529429736125054,1.57554955211102,-1.83132483660342,-2.16789022211006,-1.52387144748015,1.29904076598926,1.21689136992981,1.4210718391446,0.0286457253867561,0.24975,0.0450860148300123,0.38775,"metaT","core",0
128,7.93519770366214,210,0.0006213258136978,1.10930119723448,0.768902495271732,1.64703326486795,2.21341790784396,0.92908121873144,21.107848210138,-1.1385361760961,-1.58675058589364,-0.0536619686178305,0.889653279244886,0.803083101519434,0.983881732009389,0.033137074755074,0.64,0.0348921583127367,0.5965,"metaT","core",0
131,15.7665555992015,91,0.00543314216722,0.945608459251914,0.0800277291292692,6.73400673400673,0.232194372151223,-0.181843635081551,62.3797304251081,-1.26893110136819,-2.41388353649061,1.29475774758043,1.20549698868523,0.913876253303927,1.77318732594614,0.0552036509658665,0.361,0.0263049467493221,0.758,"metaT","core",0
132,34.2908282230554,265,0.003008488234662,5.13963747975589,2.53823160754512,6.73400673400673,0.320015685152272,0.108311452003286,0.773060051824502,-1.98268720700679,-2.2060464138755,-1.50726183878069,1.58855371783623,1.40137867202734,1.96362346677636,0.0346560759693542,0.44425,0.033709994959179,0.6755,"metaT","core",0
135,1.53110233759668,74,0.0005235053921055,3.31650480504816,1.68792011157341,6.73400673400673,2.12061536030805,0.883591112454992,77.4731989566252,-1.92000977870305,-2.50107272935079,-0.0590073508509344,0.140398711609839,0.0331534992076711,0.261200420584011,0.0771838196017691,0.142,0.0885469506999573,0.07475,"metaT","core",0
136,50.8649621812484,325,0.0004655011896141,3.32462460755811,2.17990806755553,6.73400673400673,0.214596985528553,0.00919428800666552,0.559370528080411,-1.79681295690109,-2.20864562228454,-1.4621021241419,1.79215980516555,1.58085986063708,2.26142421361837,0.051900649241362,0.0075,0.138125230882508,0.01075,"metaT","core",0
137,74.0084132309408,262,0.001401214385801,1.31601123448718,0.958080994042816,1.9458315772554,0.526834870606266,0.160787576779335,1.33502096690611,-0.882521148364285,-1.22753109478639,-0.504320189179474,1.90850673836585,1.75313583357417,2.18808577611505,0.0346478691821535,0.3775,0.0345418694310833,0.58875,"metaT","core",0
138,33.3080520657585,262,0.0051789077212806,2.46479666324172,1.23230578423121,6.73400673400673,0.460133053148129,0.141672773680762,1.17941578386723,-1.58068830845071,-2.15905644907544,-1.0529223511864,1.54486661362059,1.38853983229596,1.83795906099148,0.0469398398181667,0.048,0.0860080782248454,0.0565,"metaT","core",0
142,14.5609036749274,217,0.0005125051250512,1.63398982138795,1.17285344551942,2.52965710394789,1.37731900804916,0.64188569644706,4.00087455042723,-1.29056527888684,-1.6833888925629,-0.757686149242844,1.11649694408976,1.02209000460028,1.23546158928456,0.0344792407084173,0.5655,0.0456471528349875,0.39725,"metaT","core",0
143,37.7896630382218,225,0.0009827247336298,2.74509090240637,1.68546543549973,6.60528251326994,0.233392309975088,-0.0179613857496409,0.721308388386083,-1.73062610160538,-2.2412746351654,-1.31478292587022,1.58302398077139,1.36096805160439,2.0517699612187,0.0586156570313782,0.017,0.126361693012086,0.0185,"metaT","core",0
144,9.17478868260123,245,0.0008267879288962,2.05478766337827,1.3922768752294,3.43234070219956,1.36239826800495,0.7141206882381,3.42333561235178,-1.60856757660423,-2.02136456140489,-1.12495472842027,0.957417420858898,0.872732673150779,1.05814966050868,0.0637128032719366,0.00125,0.181952855366238,0.00175,"metaT","core",0
145,30.3679455900794,387,0.001092746892501,1.26562856859918,0.863203691088998,1.94338482365595,0.302955157503091,0.0505942389740584,0.812458137127932,-1.57313749609354,-1.91779396883884,-1.19958303678681,1.5801805038042,1.39673997124416,1.95613531373638,0.027865202451915,0.39025,0.0590447323165143,0.16125,"metaT","core",0
146,33.9160290989958,260,0.0006138892441488,1.15561203459679,0.86653437169814,1.60920800076767,0.984225856112607,0.406427140425336,2.69326330852759,-0.922849548639748,-1.27501753801156,-0.467062970403548,1.55791973515393,1.44719375618154,1.72068544627328,0.0405324515413729,0.18825,0.056564035626085,0.246,"metaT","core",0
147,37.6710718935467,262,0.0008534243652656,1.58418728406623,1.14683684530452,2.46672034698659,0.685948417092689,0.276308773483173,1.67197441206926,-1.15264542234906,-1.51762786672867,-0.754770929339981,1.61617316076307,1.48406306428185,1.84120128847236,0.0323140631959443,0.52725,0.0388354802310724,0.52425,"metaT","core",0
148,38.2463089329877,285,0.0007531254707034,1.59844773081447,1.18196181891669,2.3521726248365,0.665078081294437,0.270559490878154,1.5787325576997,-1.2028241263258,-1.5361623072664,-0.81922044290297,1.62199016744479,1.49134128379328,1.8369634627684,0.0479115705289067,0.03425,0.106309193055284,0.02775,"metaT","core",0
149,22.8133662581382,355,0.0006981444056586,0.906160837124177,0.694256585191233,1.18681718346284,2.71586676042665,1.31150706828704,16.5474088181196,-0.719997694165974,-1.08718098063246,0.107541887567842,1.36055679005081,1.29416758369287,1.4290418085965,0.027311324163666,0.56175,0.0382987469129873,0.52925,"metaT","core",0
150,41.396777837529,312,0.0011246221972306,2.08507400328937,1.49017816241831,3.36009882486698,0.513037594229637,0.189293400101451,1.14645457721759,-1.40499508459222,-1.75054923399749,-1.06345720647611,1.67337272805807,1.53129205984839,1.9221222080051,0.0364642909950285,0.20175,0.0593960901324074,0.21625,"metaT","core",0
151,36.8530610202394,217,0.0061867266591676,2.68320772126599,1.19822657090756,6.73400673400673,0.271481169061153,0.0112455979615227,0.921313054864602,-1.58444418494337,-2.13071267195007,-0.976795469123327,1.66647279388048,1.45672980967437,2.09923443808863,0.0458491185923047,0.129,0.0697186229547433,0.11975,"metaT","core",0
152,108.373180773144,527,0.000362056480811,1.20395113670857,1.01955832461328,1.45205965278866,1.9998344721782,1.21349397009477,4.08699469406977,-0.459950411756197,-0.699958310590073,-0.1235123031109,2.03940394250939,1.98350917261697,2.09997595380455,0.0390141012390101,0.01425,0.156172907064662,0.00375,"metaT","core",0
155,3114.91794003308,7524,0.0007968127490039,1.20913791615471,1.14839233488159,1.27425519555488,0.809679255733806,0.696835214103479,0.945954365626129,-0.541196975225678,-0.60095205235576,-0.477230529954324,3.5088741246076,3.47655263837971,3.55992977197309,0.0159862292550882,0.00025,0.545721332957356,0.00025,"metaT","core",1
158,160.62858408644,2556,0.0008221430528912,6.73400673400673,5.04500929507622,6.73400673400673,0.294995555724095,0.232615871692559,0.399589952741794,-2.50912765779958,-2.53493092057028,-2.33794835860618,2.22379527648803,2.1150161901815,2.48365658330634,0.0199058639617418,0.01375,0.145677685902126,0.01975,"metaT","core",0
168,5.58455076376388,77,0.0022039377020276,3.01249506301226,0.836455951371063,6.73400673400673,0.643451216892855,0.136021156870826,10.2198705239537,-2.0041931523985,-2.57787166035315,-0.519025524827453,0.525842627432133,0.336128861872428,0.840251661029235,0.0713004275765522,0.19625,0.0854745514032361,0.06075,"metaT","core",0
173,1658.89441253434,19919,0.0009876543209876,3.9778185928723,3.68375204608824,4.33692787389186,0.238575721596977,0.204853397963625,0.272728094490615,-2.12390422306679,-2.17729049809506,-2.07431016233482,3.36795249974684,3.28275214064782,3.61041747932353,0.0127876062765661,0.00025,0.999195209859833,0.00025,"metaT","core",1
175,20617.4376179742,8840,0.0011819060921886,1.16730604568151,1.11619885712213,1.22459217496602,0.726192876604633,0.625954348362257,0.83599450135825,0.172851411291152,0.116427440604555,0.227966813695034,4.32446680181167,4.28931583052899,4.38039051254835,0.0204967223581263,0.00025,0.971304960171022,0.00025,"metaT","core",1
178,98.6852365963976,221,0.0010151302750519,2.70716645414695,1.59756700842141,6.73400673400673,-0.131130136711936,-0.292455890784944,0.147771355889982,-1.8410227881222,-2.37597809387768,-1.41645493943474,2.1131963558922,1.6598278173356,3.15730633852654,0.0617111294529534,0.01175,0.141674197203397,0.00825,"metaT","core",0
180,91.5231413821195,857,0.000991571641051,6.73400673400673,3.94075887349247,6.73400673400673,0.0551878833357788,-0.0255411513750892,0.201038506260572,-2.65074640962025,-2.69509261989359,-2.33105483662143,1.95755970997831,1.70890420278911,2.62380200829055,0.0410690876268953,0.001,0.559702829979622,0.00025,"metaT","core",1
188,9539.79542707343,27962,0.0005175447676223,1.39271919507876,1.34577148725281,1.43781493407562,0.122023004424707,0.0941655299452346,0.152402045141867,-1.16405377882415,-1.19475459771004,-1.13177318928201,4.22196605220795,4.09723129816426,4.59159547542906,0.00926545027169723,0.00025,0.620783840028832,0.00025,"metaT","core",1
189,401.02576059952,2969,0.0010151302750519,3.21902014542701,2.8062225637682,3.76668772383614,0.736389374970623,0.602569895600331,0.89755371334229,-1.49276271097186,-1.60884859561604,-1.38328163248744,2.61921957561762,2.57166224960567,2.69842826501309,0.0115764727376384,0.305,0.0783213412618656,0.10475,"metaT","core",0
191,939.93828956806,5446,0.000628413979794,1.28818602221545,1.16400096554135,1.43352798563862,-0.163473487908288,-0.203712922054492,-0.115420397443917,-1.69845957582295,-1.78385110159629,-1.60912916873394,3.75674463759672,3.34166211605852,4.80990907067215,0.0634392884837434,0.00025,5.91169086733142,0.00025,"metaT","core",1
193,794.557357991788,4389,0.0009320284934425,1.96609624506306,1.81022792736723,2.14872842679087,1.30103629450446,1.09558235681791,1.54408458162058,-0.944750797616303,-1.03092270560852,-0.854972360393607,2.877098800579,2.85311836358243,2.90535117339228,0.0332755242929252,0.00025,1.54245677528365,0.00025,"metaT","core",1
194,2218.8137752938,14609,0.0011786135219115,1.07312611533059,1.01412577124022,1.13624850885033,0.15217453126999,0.107566974648603,0.199563876226268,-1.30390782775639,-1.35681210825063,-1.25220228635615,3.6303458102911,3.50359486787804,4.00292170302552,0.0502250499520971,0.00025,12.2859523295706,0.00025,"metaT","core",1
196,4714.32207862723,7923,0.0007323081019905,0.897175522937153,0.854900541359912,0.944028901158686,0.718051136297342,0.602595131778457,0.856704115863046,-0.33788843537668,-0.402454959877858,-0.271821613080092,3.65904287430321,3.6212428079569,3.72529511704455,0.0227011969213253,0.00025,1.14455216711485,0.00025,"metaT","core",1
201,1461.37071313071,6886,0.0012916559028674,1.87173280972215,1.70115787640171,2.06822216308039,0.00876568515767917,-0.0373354248805859,0.0574885231350238,-1.595292438216,-1.67208682986621,-1.52157628593855,3.55381990707119,3.32544314013797,4.19704053479692,0.026705465159528,0.00025,1.28303180048422,0.00025,"metaT","core",1
205,11231.5716883666,32337,0.0003706334743799,1.20235913921207,1.16778609622235,1.24004339851446,8.25980497145551e-05,-0.0227077033625831,0.0239880184416445,-1.20342701670169,-1.23334305221752,-1.17457069985331,4.50384389161334,4.29122095713607,5.18040018609144,0.024709489412961,0.00025,6.31892604714835,0.00025,"metaT","core",1
206,1372.58030673347,2433,0.0011385984887692,0.925929225133494,0.8482486920045,1.01738609724039,1.02296804662833,0.767637157313472,1.36629229988361,-0.237287456222023,-0.355778556531978,-0.110712628963984,3.10735519180063,3.06208787766629,3.16970976185039,0.0491870612438361,0.00025,1.33117934583933,0.00025,"metaT","core",1
208,87.8813155542736,425,0.0019167102282627,1.19284887136417,0.701657849173715,2.32354179663193,-0.125006639206285,-0.268821322707976,0.11822448330927,-1.64719344638585,-2.09204102136804,-1.23453496461156,2.2975844018029,1.86317311937388,3.2983109921698,0.0434486510408081,0.0075,0.21137492525566,5e-04,"metaT","core",1
209,1784.77300916503,3484,0.0012698412698412,0.820442653169043,0.753819245510774,0.891314939281966,0.597467246147724,0.446656774956863,0.798673208845222,-0.453653107488411,-0.551565419263676,-0.345119757795591,3.2267306187769,3.1645046054471,3.33464648174952,0.0455128314073703,0.00025,2.06266715738817,0.00025,"metaT","core",1
210,346.461887525314,975,0.0028219599794766,0.734164538766644,0.620855222891419,0.869417733988778,1.79970472646126,1.11462015738127,3.3945832202672,-0.0907236920338331,-0.322374208691558,0.208390126792577,2.5239011159051,2.47341389751461,2.57959300263132,0.0549272872653436,0.00025,0.790170139930682,0.00025,"metaT","core",1
7,3.11570225342474,101,0.0019960079840319,3.14195695450396,1.25729874323001,6.73400673400673,1.42273339176221,0.601086350113727,11.6567809077998,-1.86071727075422,-2.42502260559016,-0.665830513488141,0.486106494738805,0.371149990247255,0.623236947809339,0.0678150680397459,0.12125,0.0553063138261036,0.265,"metaG","non_core",0
11,0.847427202608692,8,0.0144356955380577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","non_core",NA
18,1.84809629316335,74,0.0018188432157148,3.0484104842964,1.41728204392052,6.73400673400673,2.75011083001531,1.10689490579721,176.976791287295,-1.64369911660082,-2.29749279022806,0.404736744581347,0.270291116118851,0.175007616971774,0.372986423686927,0.0877580099742411,0.054,0.0757681539910072,0.112,"metaG","non_core",0
22,2.96699489901199,98,0.0029027576197387,0.981541939039757,0.471864073945676,2.78020754514484,6.81628744839585,1.33558211999538,190.53340505637,-0.72883331724146,-1.80895461534442,0.899076291078824,0.470499958461587,0.380165649118896,0.561234883523104,0.0563047654373461,0.34025,0.0553355665065888,0.24825,"metaG","non_core",0
23,3.16627256277115,111,0.0031930333817126,1.58209358804895,0.306292260575233,6.73400673400673,1.37167725654495,0.480131270378008,173.829981177436,-1.63560272787711,-2.52912975537193,0.761998709014823,0.51073480540533,0.394920952587484,0.668280884513926,0.0350185394655801,0.9085,0.0194308253415289,0.9245,"metaG","non_core",0
25,7.22743237940742,117,0.0034385745545483,1.01396586208913,0.290995784721195,4.87975495888461,0.91593287266377,0.169435382193513,170.717298914907,-1.25656805848768,-2.2772439157857,1.14709792260784,0.885203942255122,0.732080870063205,1.1008354595038,0.0486341739308171,0.3965,0.0474838502256283,0.3015,"metaG","non_core",0
26,4.67598187788428,91,0.0034494653328734,2.02912155080824,0.599189576626781,6.73400673400673,0.880547927292574,0.252773464406628,66.3401737198783,-1.62736151951915,-2.41386334528972,0.67543573706943,0.695576139195787,0.535993878500854,0.926777464924144,0.0488399502304795,0.62525,0.0473904106199132,0.32225,"metaG","non_core",0
30,3.73224587454566,87,0.0032404406999351,3.14737108541706,1.07652255905225,6.73400673400673,1.25973899062215,0.519987546916187,61.0128283738883,-1.75555598683947,-2.31302531094489,0.194692513464574,0.579465280080628,0.457284614774496,0.746012371371275,0.0382247750349405,0.94475,0.0194102574869592,0.943,"metaG","non_core",0
36,15.8288169180178,164,0.0005798629414865,6.73400673400673,2.25235017995917,6.73400673400673,-0.115471613278903,-0.259034836725078,0.211334672120793,-2.92014540736883,-3.02648498294052,-2.23140475471709,1.24740920175728,0.784610094618639,2.3012408523598,0.0367500722338026,0.74475,0.046718910212671,0.48275,"metaG","non_core",0
38,6.52832071650451,50,0.0037944118661607,6.73400673400673,0.919035349518877,6.73400673400673,0.94988975628967,0.390952473922154,175.592884028707,-2.24170913656176,-2.42403499998986,0.648335454931247,0.293595651403818,0.121541402373673,0.55305832879171,0.0889553574956351,0.25025,0.0924703267882597,0.08625,"metaG","non_core",0
39,4.80737257174842,154,0.000896151818661,2.84636822899036,1.6594990222772,6.73400673400673,1.24303251169806,0.555577190896545,3.57165589026341,-1.84470200865393,-2.40283469736938,-1.25205780622304,0.699132304519056,0.599850375549502,0.833711781709982,0.0470968210300786,0.31825,0.0515663751518825,0.31825,"metaG","non_core",0
41,2.60749941191634,49,0.0037359900373599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","non_core",NA
46,2.63552170258823,128,0.0029542097488921,6.73400673400673,0.66355132806357,6.73400673400673,0.908411219017154,0.500782352211064,9.75404241202306,-2.58252486842096,-2.73711225166597,-0.719227656930879,0.408576375668357,0.286978006879016,0.59074795734482,0.069162970070596,0.0635,0.13480487786368,0.01575,"metaG","non_core",0
51,0.908625108865161,38,0.0036172311739559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","non_core",NA
52,2.71671653391512,85,0.0016282225237449,1.60662985164431,0.595960273644376,6.69703203082742,1.23932192645922,0.304934116326388,173.98308594407,-1.6258854983061,-2.53757333413696,0.750324422663716,0.422697197032855,0.27535349991692,0.607191236361919,0.0518432922244871,0.5715,0.0409161184818328,0.43175,"metaG","non_core",0
64,9.76504181963049,432,0.0010390689941812,6.73400673400673,4.12669093338152,6.73400673400673,1.48595150558631,1.16920669003615,2.34188001426977,-2.31755829490015,-2.3839668342761,-1.95599122590006,0.973784775364119,0.92234267801808,1.03872457308951,0.0656443227701526,5e-04,0.564695331536691,0.00025,"metaG","non_core",1
65,13.7178695060305,352,0.0016366612111293,6.73400673400673,2.6683144698374,6.73400673400673,0.210377737070464,0.0611244108304752,0.546043824292459,-2.6248657436407,-2.70177738539545,-2.06990063833096,1.32184555269177,1.11191925322681,1.80621647862492,0.0514607059334854,0.01575,0.152260913038936,0.0125,"metaG","non_core",0
66,12.3533646297742,300,0.0023349607302059,6.73400673400673,0.697672562511781,6.73400673400673,0.0706902692570437,-0.0765112141380107,0.529245918276531,-2.90860500122341,-3.0177310950205,-1.77476346900032,1.19386759550772,0.916758401621719,1.8420115144596,0.0470955868623282,0.05025,0.103502122372665,0.0495,"metaG","non_core",0
67,6.67196932134682,421,0.0012714558169103,6.73400673400673,2.45246293957853,6.73400673400673,0.83554922217612,0.608373514775664,1.5173212945213,-2.83422555556542,-2.91203893339812,-2.24247732309022,0.699908121186827,0.615586879174695,0.823231811474978,0.122088026198405,0.00025,1.94131387367325,0.00025,"metaG","non_core",1
68,1.40176466949941,56,0.0007996161842315,1.12924718021481,0.709230135074635,2.45226471197677,20.4095403543526,1.74197436196774,210.115646129052,-0.354493710538327,-1.69580786922008,0.778092365289368,0.145006709889691,0.0348814424926944,0.249927548528687,0.0988940026968335,0.06875,0.0811907191844424,0.12025,"metaG","non_core",0
70,2.29922860011472,75,0.0009595394210778,2.16355336637832,1.18216601756231,6.67349072550393,2.46819332482506,0.872618552492076,176.497681500626,-1.45456222706727,-2.24565756406762,0.560694406815079,0.359300141092626,0.254761761933032,0.476892502975024,0.0646866378633527,0.35475,0.0472583254006815,0.38225,"metaG","non_core",0
72,1.66260560584371,59,0.0048709206039941,0.574402758841157,0.0692306638329213,1.4912383763765,198.820023881546,23.0844722390232,517.763169618097,0.811377869389052,0.0827776612077261,1.00408017553572,0.217494164639685,0.109062486689895,0.317975794708795,0.111314296171174,0.02375,0.0912899160567569,0.11075,"metaG","non_core",0
76,1.53637347394006,42,0.0051524259338772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","non_core",NA
78,1.3631716486804,47,0.0036172311739559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","non_core",NA
80,57.2392364341385,2912,0.0017591556053094,6.73400673400673,5.41013985064317,6.73400673400673,2.86381678015204,2.61818749274364,3.42734142432193,-2.1819430539551,-2.21250695120759,-2.01778560180066,1.65409993795406,1.64069509625608,1.66886702206417,0.0884968072514192,0.00025,8.086485038946,0.00025,"metaG","non_core",1
