"data","sector","station","S_10","N_10","nmin","alpha","beta","logk"
"metaG","Q",194,5064,181.963814532932,0.0011283497884344,6.73400673400673,1.39874854250935,-2.45367713518486
"metaG","Q",196,2357,104.508770465457,0.0003246178362745,6.73400673400673,0.831437616284403,-2.6037306727369
"metaG","Q",201,2864,185.717826463107,0.0004336983627886,1.05291065581724,1.73783885495119,-1.04886598859952
"metaG","Q",205,10728,1115.85517561203,0.0005075111652456,2.81781282010874,0.568495113219298,-1.85891829478884
"metaG","Q",206,753,35.3322078171244,0.0006650778695338,6.73400673400673,0.203949801613508,-2.7870253696722
"metaG","Q",208,182,2.83634532688194,0.0009186954524575,6.73400673400673,0.6442566359501,-2.80671233412039
"metaG","Q",209,1196,87.6313602557297,0.0002632479532471,6.73400673400673,0.069638306089681,-2.84974762575244
"metaG","Q",210,416,17.5843245912627,0.0003397473515149,6.73400673400673,0.084137561690719,-2.92270475697653
"metaG","R",7,136,4.12865079389193,0.0005382131324004,1.25849697345151,8.53660566617324,-0.689774836893062
"metaG","R",11,29,3.72022376968151,0.0026905829596412,NA,NA,NA
"metaG","R",18,81,2.66535064887986,0.003545718276566,2.91926303096937,2.2726976424091,-1.59065166958637
"metaG","R",22,210,7.48587780429327,0.0009274717121127,1.22240651552574,3.97065814296028,-0.942701861169241
"metaG","R",23,124,2.69390568731985,0.001262284735371,1.57148213638287,7.15300137463832,-1.01424008926891
"metaG","R",25,134,8.68409518261058,0.0015258439824527,2.62516222852723,0.182648507259416,-2.04559991674041
"metaG","R",26,139,5.70815949028888,0.0024119633381572,5.65771019732624,0.328036606710861,-2.45585937569048
"metaG","R",30,96,2.97565301668525,0.0012893521005694,2.38331948229881,8.7535215722003,-0.945813930368775
"metaG","R",36,494,93.7848680342004,0.0004426606858289,1.85871753576817,-0.232298634197689,-2.0968430472156
"metaG","R",38,47,1.03676727605452,0.0044552450384771,NA,NA,NA
"metaG","R",39,371,13.8548694033865,0.0002020944332169,1.16941277905855,3.87518510882071,-0.909296354124832
"metaG","R",41,189,10.6731609421406,0.0012418075198344,6.73400673400673,0.160891653480453,-2.59883791476344
"metaG","R",46,307,7.63587572050066,0.0009956617594765,1.59969788269636,3.63644375833674,-1.25461931402366
"metaG","R",51,86,2.92130544499245,0.0010744600838078,2.21095050398481,6.04908691193972,-1.03757822435765
"metaG","R",52,296,6.23970594861688,0.0007077641729775,1.57155994749617,204.512558144259,0.436312724447878
"metaG","R",64,642,18.8329482163904,0.0005317349059796,1.83367211877676,1.9133125422342,-1.50078110651469
"metaG","R",65,888,37.3223530151669,0.0006787463849377,1.69255381001677,1.26749946000935,-1.47692248647624
"metaG","R",66,530,23.1768932051528,0.0005059814232534,3.39102367039486,0.226666351257168,-2.33489443382035
"metaG","R",67,369,14.4757379752131,0.000966353333919,6.73400673400673,-0.140821442853869,-3.12407049926907
"metaG","R",68,174,2.55653208597268,0.0002586117720078,1.90063304533277,3.59423658483818,-1.56211273143279
"metaG","R",70,221,4.22703175037402,0.0009595394210778,1.30862622142438,220.466233004233,0.498008602025309
"metaG","R",72,107,3.62812814519833,0.0008965092172353,1.59023742113332,321.331726496449,0.833364188381694
"metaG","R",76,133,10.7291699428439,0.0009037505648441,0.613284119868122,221.652741066599,1.44083477248324
"metaG","R",78,152,4.82365989839616,0.0007077641729775,1.0410425470303,205.972703327694,0.789532958810176
"metaG","R",80,1995,52.2926848011038,0.0004960499724416,6.73400673400673,0.962287932834038,-2.43444812692355
"metaG","R",81,590,13.5078188861673,0.0004092594960992,6.73400673400673,0.259644505242488,-3.05096645167815
"metaG","R",82,623,53.9846084230994,0.0008955223880597,1.25163301634966,0.440301024461728,-1.39379548802674
"metaG","R",84,3783,96.2699204445859,0.0005511666360462,6.73400673400673,0.725627985325272,-2.67480874603166
"metaG","R",85,2728,286.949154417562,0.0011736726688698,6.73400673400673,0.125169251903676,-2.81889125848493
"metaG","R",92,1260,40.8451670428931,0.0004593055300385,6.73400673400673,0.40891373713916,-2.72572271851004
"metaG","R",98,29,0.421705986361799,0.0025239777889954,NA,NA,NA
"metaG","R",100,985,46.6093564946575,0.0011994242763473,6.73400673400673,0.303033765330342,-2.49199198922511
"metaG","R",102,593,45.4762857740731,0.0001837222120154,0.741515365657661,27.5630128893448,0.450544474538376
"metaG","R",109,566,16.87922180935,0.0007141764015711,4.96280055079302,0.877558970798949,-2.24398730343369
"metaG","R",110,800,44.9505703901847,0.0009184512012374,1.89060942588492,1.05386710321914,-1.48502603051392
"metaG","R",111,492,14.252509928441,0.0012648958125291,1.78327136293326,3.81697853494044,-1.20859845829167
"metaG","R",122,1453,89.9548962706741,0.0003397473515149,6.73400673400673,0.112222494350848,-2.52173353260167
"metaG","R",123,1547,58.5747651854722,0.0003088612286499,5.66342180544812,0.27991691708111,-2.53435945840165
"metaG","R",124,608,30.9085550923399,0.000539374325782,2.87519174695915,0.337197502005554,-2.03269800899408
"metaG","R",125,879,69.5163312646564,0.0004941779658399,2.87993309718186,0.321910419146161,-1.91456664202515
"metaG","R",128,284,10.7963214829698,0.0017908309455587,6.73400673400673,0.136898840559296,-2.74415812651752
"metaG","R",131,63,1.77105878970924,0.0019611688566385,1.66388146432465,2.02695687608314,-1.47559739990355
"metaG","R",132,201,9.81121761196807,0.0015410479125805,1.86998769474205,1.08620296271601,-1.5362990839825
"metaG","R",135,251,7.73989420552784,0.0014090460758066,1.46403218504728,1.75619458792236,-1.45295177656853
"metaG","R",136,292,9.71158000137585,0.0008673967255773,2.57928938298941,0.546543338917497,-2.05888170702949
"metaG","R",137,302,11.0043745686345,0.0005603182607721,1.13075480876751,4.05447473590698,-0.886115883295234
"metaG","R",138,149,4.47939267486808,0.0008534243652656,1.46702177826156,8.50174122319712,-0.767536706780839
"metaG","R",142,162,4.17504864008654,0.00023883887562,1.18382172102703,255.939475898994,0.744548769529934
"metaG","R",143,100,3.28145432893418,0.0011676786548341,1.22945269250576,251.72181832451,0.819177514787282
"metaG","R",144,294,9.5808012260515,0.0007687576875768,1.11838533444197,203.180519042362,0.765346227190627
"metaG","R",145,346,17.5049534989317,0.0008701116643302,5.45366461199085,-0.058681387285307,-2.79392359796315
"metaG","R",146,264,9.7015118582516,0.0006074596039363,1.79409686505612,0.812909100895085,-1.75853796472167
"metaG","R",147,171,3.42859213513712,0.0002939555392246,1.91880074058986,3.07200059237604,-1.49704260790439
"metaG","R",148,287,7.23370530801334,0.0006797721844571,1.25336774881722,185.276228614866,0.565841076136525
"metaG","R",149,467,9.87826254559779,0.0007988815658078,3.73936383765235,0.639935692567604,-2.36712014063257
"metaG","R",150,129,2.10094882971084,0.0004225610876354,1.40296833117949,10.1328143349259,-0.933203225316815
"metaG","R",151,69,1.22030629387167,0.0008376086273688,2.58587842527776,3.54698073748292,-1.6125658875359
"metaG","R",152,413,16.0168314506975,0.0004859956516178,2.46689534832367,0.102919748781754,-2.26407466835229
"metaG","R",155,3585,153.603462424784,0.0001837222120154,3.56601459265789,1.2606525626825,-1.89481353372842
"metaG","R",158,1133,31.247434810382,0.0013310745401742,6.73400673400673,0.606384311678952,-2.91178995289881
"metaG","R",168,115,4.45340625010632,0.000705467372134,1.27372208734642,3.70669430414668,-0.950581274884806
"metaG","R",173,8462,589.512486179382,0.0007228306046478,4.74271890903039,0.258062521448909,-2.39319463680686
"metaG","R",175,2989,559.886313402432,0.0002895727485718,5.68129032419927,0.843437461502244,-2.20593951722763
"metaG","R",178,116,2.52339464777037,0.0005650297924799,2.93616934147927,1.83560962788605,-1.88770620792846
"metaG","R",180,606,16.2786623483917,0.0006270499710592,6.73400673400673,0.582763499543147,-2.67015837478867
"metaG","R",188,11315,1231.82937867783,0.0007530120481927,6.73400673400673,-0.0837317595919831,-2.74939256812542
"metaG","R",189,1503,96.5002412876786,0.0007245626746713,2.62921463243314,2.16854728630956,-1.4669169301858
"metaG","R",191,2557,116.297576564804,0.0003541285486631,6.73400673400673,0.301000853066272,-2.86986991983527
"metaG","R",193,1953,229.84537458841,0.0013313806417254,6.73400673400673,0.129192320466303,-2.80266007909811
"metaG","R",194,5956,371.705615459127,0.0013535070334026,6.73400673400673,0.837250242233305,-2.55489542725641
"metaG","R",196,3087,277.239814375615,0.0003246178362745,6.73400673400673,0.516282720439722,-2.65215722184573
"metaG","R",201,3546,238.50090695585,0.0004336983627886,1.35520427190788,1.62517194405196,-1.18409829352032
"metaG","R",205,14311,1213.28234682392,0.0005075111652456,3.41905425218026,0.686470486970825,-1.91511208741434
"metaG","R",206,1076,60.5645820800707,0.0006650778695338,6.73400673400673,0.122391785920589,-2.73304749848786
"metaG","R",208,242,4.86606817107993,0.0009186954524575,6.73400673400673,0.405981752827261,-2.80164335970408
"metaG","R",209,1693,252.384513368849,0.0002632479532471,6.73400673400673,-0.136751627244946,-2.88878315329996
"metaG","R",210,600,20.5099883475971,0.0003397473515149,6.73400673400673,0.215524736197934,-2.8543875425882
"metaT","A",7,24,0.584460841932702,0.0059660394676457,NA,NA,NA
"metaT","A",11,7,0.241938043180839,0.0054690786705931,NA,NA,NA
"metaT","A",18,40,0.900836152519665,0.005162622612287,NA,NA,NA
"metaT","A",22,18,0.682028030815935,0.0065197143744178,NA,NA,NA
"metaT","A",23,24,0.566168136901403,0.0040360136603539,NA,NA,NA
"metaT","A",25,26,1.43319262337578,0.0059363194819212,NA,NA,NA
"metaT","A",26,37,1.33004413344804,0.0046828437633035,NA,NA,NA
"metaT","A",30,31,1.17867940385843,0.0067114093959731,NA,NA,NA
"metaT","A",36,31,0.43777069321563,0.0023305496212856,NA,NA,NA
"metaT","A",38,32,1.25053260026636,0.0063569682151589,NA,NA,NA
"metaT","A",39,21,0.320944540345964,0.0025873221216041,NA,NA,NA
"metaT","A",41,15,0.39664156855766,0.004739336492891,NA,NA,NA
"metaT","A",46,18,0.475533441243001,0.0045510964004964,NA,NA,NA
"metaT","A",51,25,0.541371299107558,0.005048187241854,NA,NA,NA
"metaT","A",52,21,0.330775108431882,0.0055071133547498,NA,NA,NA
"metaT","A",64,86,1.29317242172771,0.0040950040950041,4.36847615399625,6.15757971338348,-8.09695648057679
"metaT","A",65,51,0.892751228223562,0.0024509803921568,2.99208702506501,3.65946153416975,-1.68077493244169
"metaT","A",66,44,0.68450277227889,0.0023349607302059,NA,NA,NA
"metaT","A",67,126,1.20758092263062,0.000930698739977,6.73400673400673,0.790448066085537,-2.99455200103975
"metaT","A",68,12,0.514079594678827,0.005048187241854,NA,NA,NA
"metaT","A",70,28,0.780372025730123,0.0069664344521849,NA,NA,NA
"metaT","A",72,22,0.572925135548156,0.0069664344521849,NA,NA,NA
"metaT","A",76,28,1.15140789134508,0.0070830650354153,NA,NA,NA
"metaT","A",78,12,0.313171363898625,0.0084139671855279,NA,NA,NA
"metaT","A",80,568,7.79739393534881,0.001957330201605,6.73400673400673,5.67759282937129,-1.97634949474875
"metaT","A",81,196,0.86835241726562,0.0011555835697027,5.49326881844417,8.77272427336508,-6.51221686751666
"metaT","A",82,61,3.46864989369133,0.0014692918013517,0.802447730411857,0.659387799451505,-1.32945485412066
"metaT","A",84,1628,17.4695415160726,0.0011555835697027,6.73400673400673,2.88924261099866,-2.34577628019031
"metaT","A",85,1243,20.1716426595391,0.0008697979392479,6.73400673400673,1.27230895755256,-2.54569763396381
"metaT","A",92,482,4.36893977676594,0.0019947828755562,6.73400673400673,7.59685843935146,-2.00051974840456
"metaT","A",98,16,0.73164477515919,0.0069138906348208,NA,NA,NA
"metaT","A",100,186,2.30482383760535,0.0032605151613955,5.78504974569246,4.71079813680274,-7.41943528491236
"metaT","A",102,53,0.947553568359998,0.0025137111517367,1.12521003055695,2.25768701770558,-1.52540678836135
"metaT","A",109,82,0.992490388853821,0.0031515915537346,6.73400673400673,7.09435499141855,-1.90595392266583
"metaT","A",110,30,0.500345502638115,0.0031142946122703,NA,NA,NA
"metaT","A",111,23,0.632585515971936,0.0042985541227041,NA,NA,NA
"metaT","A",122,231,3.65325410177797,0.0018946948544076,3.70600843226105,5.3163380645457,-7.21490651364836
"metaT","A",123,442,5.35310916847196,0.0007514841812579,3.08883753898392,3.18799775990851,-1.91858297850774
"metaT","A",124,54,1.6997472834612,0.0016175994823681,6.73400673400673,0.267031983429488,-2.74683421353595
"metaT","A",125,64,1.45446200670064,0.0015955325089748,2.46225546143318,1.07341978501881,-1.9713233480365
"metaT","A",128,27,0.910496723481329,0.0030871526953217,NA,NA,NA
"metaT","A",131,8,0.289070307674265,0.0093052109181141,NA,NA,NA
"metaT","A",132,34,0.972114565016258,0.0095044127630685,NA,NA,NA
"metaT","A",135,10,0.153890702240398,0.0016611295681063,NA,NA,NA
"metaT","A",136,30,0.943289321158826,0.0053789731051344,NA,NA,NA
"metaT","A",137,27,0.533975037019649,0.0042155977115326,NA,NA,NA
"metaT","A",138,27,0.776018042105542,0.0045892611289582,NA,NA,NA
"metaT","A",142,22,0.589953720261359,0.0063569682151589,NA,NA,NA
"metaT","A",143,23,0.559742643100162,0.0070005385029617,NA,NA,NA
"metaT","A",144,41,1.11944864762739,0.0040456050018389,NA,NA,NA
"metaT","A",145,70,0.93817889045968,0.0014251104460595,6.73400673400673,0.629726352768022,-2.91160891563097
"metaT","A",146,34,1.32115413752697,0.0045475216007276,NA,NA,NA
"metaT","A",147,29,0.996903491125697,0.0068114091102596,NA,NA,NA
"metaT","A",148,34,1.52421793293086,0.0059660394676457,NA,NA,NA
"metaT","A",149,87,2.04552008951476,0.002356637863315,0.00245511783892227,0.951584484633983,-1.22461219183737
"metaT","A",150,40,1.54869554434745,0.0032537960954446,NA,NA,NA
"metaT","A",151,21,0.419937304824292,0.0045475216007276,NA,NA,NA
"metaT","A",152,88,1.6079643248506,0.0031959092361776,4.60575314653016,0.485269637926801,-2.71832919246896
"metaT","A",155,1428,36.1191415469162,0.0010981770261366,2.49723833257018,14.0008352726161,-0.850468111750509
"metaT","A",158,450,3.54449956980766,0.0014643432420559,6.73400673400673,2.8308602584025,-2.54077160560486
"metaT","A",168,33,0.791288037238547,0.0025042836430736,NA,NA,NA
"metaT","A",173,4452,138.144776257861,0.0011385631333257,2.55380304754267,0.952707388829124,-1.89359971534221
"metaT","A",175,1701,52.8176983289616,0.0007704753833115,4.07791372924059,2.47489605347532,-1.73420623420844
"metaT","A",178,11,0.404479646088532,0.0047210300429184,NA,NA,NA
"metaT","A",180,196,3.38155429467488,0.0020145044319097,6.73400673400673,2.18333214613481,-2.45105791193249
"metaT","A",188,6252,343.331082987727,0.0010755579456843,6.73400673400673,-0.0124657871944107,-2.74156100570635
"metaT","A",189,630,23.1425683283367,0.0008787346221441,2.25946903557942,6.00135035766959,-1.03033793538783
"metaT","A",191,1109,10.1585576942572,0.0010544815465729,4.17131166253192,3.82717899768818,-7.18552511524568
"metaT","A",193,971,13.9853107866723,0.0010391409767925,6.50280560805754,1.95111527139562,-2.40336907847249
"metaT","A",194,2954,39.9556798496819,0.0013728720483251,6.73400673400673,3.36061970077632,-2.19586577896031
"metaT","A",196,1505,21.526971314036,0.0009859281168772,6.73400673400673,2.30614910224538,-2.32639643063796
"metaT","A",201,1764,72.1342993368639,0.0011075423634954,1.01309676156072,222.758211564136,0.943230199202414
"metaT","A",205,6977,307.534022188458,0.0011068068622025,2.13509389991078,1.65778770561782,-1.47228822043396
"metaT","A",206,375,6.73965602957394,0.0013342228152101,6.73400673400673,1.23461712694571,-2.55466456690595
"metaT","A",208,60,1.92868228906565,0.0016761649346295,6.73400673400673,-0.106569996653493,-3.25253070940368
"metaT","A",209,631,12.7156902015459,0.0013561160835367,6.73400673400673,1.05367376225979,-2.59319458932883
"metaT","A",210,183,2.15909696970825,0.000724112961622,5.13265471464355,2.089496561411,-13.2387429125392
"metaT","C",7,82,2.67534736572302,0.0005382131324004,0.682730850815373,171.256603128878,0.889355141108636
"metaT","C",11,32,3.85018604137976,0.0041693393200769,NA,NA,NA
"metaT","C",18,51,1.75236200165956,0.003545718276566,1.95195047554445,4.47798758840584,-1.11397992187852
"metaT","C",22,118,4.50586341203045,0.0009274717121127,1.01010884554451,4.91481208326831,-0.744351081225784
"metaT","C",23,89,2.46011511674323,0.001262284735371,1.33533657661789,1.80820093566058,-1.43536647122514
"metaT","C",25,83,5.00313035379687,0.0015258439824527,1.99372211123793,0.164019168010822,-2.04256150589683
"metaT","C",26,79,3.3992668788767,0.0024119633381572,2.83817784345249,0.513790213890619,-2.06053473370932
"metaT","C",30,65,2.88512655433156,0.0012893521005694,2.68182696973238,4.58040126059525,-1.12885663789231
"metaT","C",36,210,23.6519788833316,0.0004426606858289,1.80512520169054,-0.161841802893611,-2.28233618403117
"metaT","C",38,43,1.08961826323083,0.0046865846514352,NA,NA,NA
"metaT","C",39,168,4.49343940072365,0.0002020944332169,0.929578133382282,5.55931211635373,-0.8010432075347
"metaT","C",41,106,3.32152452946493,0.0012418075198344,6.73400673400673,0.768899630202672,-2.47555027619146
"metaT","C",46,140,2.52461383413214,0.0009956617594765,4.32663938369362,0.830116830899114,-2.42315491142086
"metaT","C",51,71,2.28473516103039,0.0010744600838078,1.91834353630359,256.421378505342,0.632867610424302
"metaT","C",52,176,3.33465299245894,0.0007077641729775,1.556041692722,34.0340700933649,-0.386381687736464
"metaT","C",64,379,9.27210691287971,0.0005317349059796,2.12268267131453,1.35216160066936,-1.78715629260347
"metaT","C",65,426,12.7047776427154,0.0006787463849377,2.1837060039806,0.884606091014583,-1.87717451738329
"metaT","C",66,276,9.62315807677994,0.0005059814232534,4.87193344537903,0.253058048670354,-2.63415561088333
"metaT","C",67,245,5.83675676192305,0.000966353333919,6.73400673400673,0.223702461967447,-3.08402004604108
"metaT","C",68,98,1.37213224989195,0.0002586117720078,1.22101273315707,223.111719764593,0.404215977786247
"metaT","C",70,163,3.62064363663878,0.0012893982808022,1.12021006015964,187.861679570526,0.551691851116091
"metaT","C",72,91,3.49695308036665,0.0008965092172353,1.56571192349168,251.860656054624,0.789821478580489
"metaT","C",76,108,10.4021010696886,0.0009037505648441,0.756263283045751,257.257274006477,1.50432304853956
"metaT","C",78,111,3.47081002907423,0.0007077641729775,1.04342477039424,268.063131561917,0.897579798890477
"metaT","C",80,1383,24.9384119332419,0.0004960499724416,3.79079894353421,4.69518427272063,-7.39695692462061
"metaT","C",81,420,6.3661683361985,0.0004092594960992,6.73400673400673,0.872738531853251,-2.92093148929694
"metaT","C",82,309,22.4833996735834,0.0008955223880597,2.54706770877275,0.0107850003476999,-2.21288156377444
"metaT","C",84,3151,51.3563571734241,0.0005511666360462,6.73400673400673,1.63290842805755,-2.51301463480471
"metaT","C",85,2352,124.323683929405,0.0011736726688698,6.73400673400673,0.760554411388597,-2.63108894058924
"metaT","C",92,1019,21.8111250386084,0.0004593055300385,6.73400673400673,1.03288409311442,-2.61312768511294
"metaT","C",98,17,0.568932717275701,0.0025239777889954,NA,NA,NA
"metaT","C",100,621,21.9214979606756,0.0018224699828473,6.73400673400673,0.460142591291706,-2.5729052241968
"metaT","C",102,315,22.3931477723489,0.0001837222120154,0.614456387867294,14.4465444537542,0.213663012846334
"metaT","C",109,340,7.73311650601747,0.0007141764015711,5.52981354691124,1.07512868976707,-2.35750954700336
"metaT","C",110,332,17.0919592547557,0.0009184512012374,2.144440333693,0.589613155504737,-1.78470338503152
"metaT","C",111,247,7.69821035857067,0.0012648958125291,1.74065678223475,2.63180377888304,-1.3234902448936
"metaT","C",122,870,38.8513490769141,0.0003397473515149,6.73400673400673,0.222144869267209,-2.64094819781724
"metaT","C",123,1085,32.1360056883017,0.0003088612286499,6.73400673400673,0.44420542656992,-2.65008842238007
"metaT","C",124,347,17.4384362357576,0.0020773638968481,6.57612200771717,0.0267942077011534,-2.67950651906716
"metaT","C",125,440,30.059646004814,0.0004941779658399,2.11975129741098,0.516147023333972,-1.71132404958374
"metaT","C",128,168,8.52072773751887,0.0017908309455587,0.256774770415043,199.297056596148,1.39613394287858
"metaT","C",131,37,0.991361861368714,0.0019611688566385,NA,NA,NA
"metaT","C",132,114,4.13570361059455,0.0015410479125805,1.30940519161123,2.16844313223433,-1.24324867195573
"metaT","C",135,115,3.20797678155331,0.0015902273302251,0.843877729604914,5.48700078810094,-0.784215450791966
"metaT","C",136,224,8.31628833558387,0.0008673967255773,2.2876225431734,0.595516237053097,-1.91821956392539
"metaT","C",137,189,7.22971272323041,0.0005603182607721,0.743285254453577,184.1918953545,0.959665463586812
"metaT","C",138,129,3.70957134632119,0.0008534243652656,1.51806354585401,288.126641747274,0.734450711088893
"metaT","C",142,99,2.43361576312694,0.00023883887562,1.05024712201579,323.075107982093,0.875581972100428
"metaT","C",143,80,3.01783847547744,0.0011676786548341,1.54166358994992,253.598588812479,0.790466001319646
"metaT","C",144,180,6.0427736679107,0.0007687576875768,0.933285026307752,245.731229070522,0.933991431796959
"metaT","C",145,211,11.5585149414194,0.0008701116643302,6.73400673400673,-0.129013418193377,-3.02559109580446
"metaT","C",146,132,4.07559871269082,0.0006074596039363,1.52370790766873,0.588705222471873,-1.86957089994381
"metaT","C",147,111,2.15309114950133,0.0002939555392246,1.59623410313457,3.34952237485443,-1.3942204083319
"metaT","C",148,171,4.23361099805516,0.0006797721844571,1.06342045584622,198.848674100317,0.65467864848874
"metaT","C",149,254,4.59522809965202,0.0007988815658078,3.57362723588707,0.542693564735973,-2.48279937486172
"metaT","C",150,92,1.67452200198438,0.0004225610876354,1.05737945498752,268.418123514107,0.655821738577357
"metaT","C",151,46,0.997048930539001,0.0008376086273688,NA,NA,NA
"metaT","C",152,252,6.46757572771671,0.0004859956516178,2.95025124769517,0.202794610017596,-2.47279742602644
"metaT","C",155,2885,90.8697862281182,0.0001837222120154,3.27208367923922,2.43166531893165,-1.68698715055074
"metaT","C",158,923,15.1085978962904,0.0013310745401742,6.73400673400673,1.41018308018653,-2.75477050120382
"metaT","C",168,75,2.83745243915076,0.000705467372134,1.35247965484258,1.4782545139993,-1.3695407358489
"metaT","C",173,7640,335.907778872325,0.0007228306046478,4.98971476066648,0.476189558084754,-2.38740627764309
"metaT","C",175,2994,336.104834049716,0.0002895727485718,3.47151440213738,3.07678093457962,-8.38567228613696
"metaT","C",178,53,1.06866552752137,0.0005650297924799,1.01558630486108,263.056731782146,0.706513314511518
"metaT","C",180,446,10.5673408265061,0.0006270499710592,6.73400673400673,1.25324181545682,-2.58182477594231
"metaT","C",188,11032,762.311185597931,0.0007530120481927,6.73400673400673,-0.026667100725513,-2.74096456152333
"metaT","C",189,1161,55.9818685631379,0.0007245626746713,2.5639421277784,4.01178543123264,-1.21094848996908
"metaT","C",191,2088,43.3016549221525,0.0003541285486631,6.73400673400673,1.0574319396719,-2.72065554733184
"metaT","C",193,1734,103.915071685136,0.0014554114845197,6.73400673400673,0.835821380190705,-2.60873203560526
"metaT","C",194,5485,155.411626571042,0.001299883010529,6.73400673400673,1.82344577239599,-2.38634988357675
"metaT","C",196,2895,123.410664603397,0.0003246178362745,6.73400673400673,1.53370609973478,-2.44518728402383
"metaT","C",201,2986,142.048837400088,0.0004336983627886,1.23814915422215,3.30867016638895,-0.944726554868815
"metaT","C",205,12585,708.266819420367,0.0005075111652456,2.62789817273054,1.14013942579165,-1.69069378472395
"metaT","C",206,830,28.2452492183544,0.0008405480373203,6.73400673400673,0.61071807132941,-2.64427328711393
"metaT","C",208,154,2.88107633441399,0.0009186954524575,6.73400673400673,0.377691698845973,-2.91145106637676
"metaT","C",209,1348,84.8762544496752,0.0002632479532471,6.73400673400673,0.346299115343321,-2.75476673598304
"metaT","C",210,389,8.59127086374037,0.0003397473515149,6.73400673400673,0.721433581210873,-2.75168161017348
"metaT","P",7,2,0.0580147607973624,0.0103503184713376,NA,NA,NA
"metaT","P",18,1,0.0209723546234509,0.0209723546234509,NA,NA,NA
"metaT","P",22,5,0.0823771155046617,0.0042834890965732,NA,NA,NA
"metaT","P",23,3,0.0826575575989734,0.0042834890965732,NA,NA,NA
"metaT","P",25,2,0.0588788864650933,0.023535851122058,NA,NA,NA
"metaT","P",26,3,0.0599916951779151,0.0093048713738368,NA,NA,NA
"metaT","P",30,1,0.0228690228690229,0.0228690228690229,NA,NA,NA
"metaT","P",36,8,3.09259306177938,0.0042887776983559,NA,NA,NA
"metaT","P",39,7,0.224539218777098,0.0022787694644891,NA,NA,NA
"metaT","P",41,6,0.294896674815989,0.0012418075198344,NA,NA,NA
"metaT","P",46,1,0.0041407867494824,0.0041407867494824,NA,NA,NA
"metaT","P",52,5,0.0306826625760455,0.0015303780033668,NA,NA,NA
"metaT","P",64,12,0.142326537852859,0.0016805153580431,NA,NA,NA
"metaT","P",65,15,0.365304505353778,0.0032546786004882,NA,NA,NA
"metaT","P",66,13,0.225006415108198,0.0025947067981318,NA,NA,NA
"metaT","P",67,15,0.136266883680885,0.0021944261575598,NA,NA,NA
"metaT","P",68,4,0.0584257808799087,0.0071417640157118,NA,NA,NA
"metaT","P",70,5,0.33074402772047,0.0061215120134673,NA,NA,NA
"metaT","P",72,3,0.0906148960792846,0.0070984915705412,NA,NA,NA
"metaT","P",78,1,0.0042887776983559,0.0042887776983559,NA,NA,NA
"metaT","P",80,56,0.842284627854248,0.0012137055363644,2.63346366092288,3.5817721373483,-1.70251570699561
"metaT","P",81,17,0.0708360247913308,0.0013189132155104,NA,NA,NA
"metaT","P",82,6,0.302282307962779,0.0027672085783465,NA,NA,NA
"metaT","P",84,137,1.51997891537796,0.0017173278378842,6.73400673400673,2.57811568022582,-2.42023244179415
"metaT","P",85,138,2.85673381408984,0.0021281123643328,4.50812054402261,0.730264952505115,-2.42533348899313
"metaT","P",92,53,0.41437197809511,0.0016398330351818,5.09187872641592,11.6724995433455,-4.91739589315828
"metaT","P",98,1,0.0065681444991789,0.0065681444991789,NA,NA,NA
"metaT","P",100,22,0.663422646843024,0.002257728377909,NA,NA,NA
"metaT","P",102,10,1.03875589836804,0.0016805153580431,NA,NA,NA
"metaT","P",109,8,0.183380994641459,0.0007141764015711,NA,NA,NA
"metaT","P",110,10,0.773330969714268,0.0013107968264918,NA,NA,NA
"metaT","P",111,6,0.119957841966461,0.0042158516020236,NA,NA,NA
"metaT","P",122,25,1.17771696355296,0.0019103855505383,NA,NA,NA
"metaT","P",123,43,0.981579617227618,0.0018793780967025,NA,NA,NA
"metaT","P",124,9,0.385707827712778,0.0028008589300718,NA,NA,NA
"metaT","P",125,17,0.8783966439993,0.0009336196433572,NA,NA,NA
"metaT","P",128,2,0.0439531527117791,0.007855940417283,NA,NA,NA
"metaT","P",131,3,0.0455707540894052,0.0029577048210588,NA,NA,NA
"metaT","P",132,4,0.105704560280583,0.0147783251231527,NA,NA,NA
"metaT","P",135,4,0.164951478429113,0.0088,NA,NA,NA
"metaT","P",136,6,0.145464815014511,0.0053053104116716,NA,NA,NA
"metaT","P",137,6,0.14023669895498,0.0013263276029179,NA,NA,NA
"metaT","P",138,3,0.0953885182195779,0.0053238686779059,NA,NA,NA
"metaT","P",142,2,0.0037228938227422,0.0007651890016834,NA,NA,NA
"metaT","P",143,1,0.0123927550047664,0.0123927550047664,NA,NA,NA
"metaT","P",144,3,0.0228604364866394,0.0012243024026934,NA,NA,NA
"metaT","P",145,12,0.400913743289164,0.0023062730627306,NA,NA,NA
"metaT","P",146,4,0.084141007724499,0.0034178442075192,NA,NA,NA
"metaT","P",147,2,0.0189915643974641,0.0018364536040402,NA,NA,NA
"metaT","P",148,5,0.05594069093752,0.0024486048053869,NA,NA,NA
"metaT","P",149,8,0.0902784349782513,0.0042031523642732,NA,NA,NA
"metaT","P",150,5,0.0273432684701978,0.0015303780033668,NA,NA,NA
"metaT","P",151,1,0.0059154096421177,0.0059154096421177,NA,NA,NA
"metaT","P",152,7,0.177526369653579,0.0029577048210588,NA,NA,NA
